traj_id,split,class_name,seq_folder,n_neighbors,n1_id,n1_class,n1_min_dist,n1_mean_dist,n1_overlap_sec,n2_id,n2_class,n2_min_dist,n2_mean_dist,n2_overlap_sec,n3_id,n3_class,n3_min_dist,n3_mean_dist,n3_overlap_sec,n4_id,n4_class,n4_min_dist,n4_mean_dist,n4_overlap_sec,n5_id,n5_class,n5_min_dist,n5_mean_dist,n5_overlap_sec,min_dist_any,mean_dist_all,n_close_encounters,classes_nearby
0378,train,person,0003_20230523_111514,9,014,bicycle,8.715,10.145,1.8,010,person,12.647,14.478,9.32,000,person,13.518,14.624,9.32,002,person,14.644,15.655,9.32,005,person,15.012,15.99,9.32,8.715,18.573,0,"bicycle,person,scooter"
0040,train,scooter,0003_20230523_111514,9,004,person,1.168,10.498,7.32,005,person,17.776,21.988,7.32,001,person,17.987,21.993,7.32,002,person,18.308,22.653,7.32,013,person,18.459,22.789,5.28,1.168,19.524,1,"bicycle,person"
0031,train,person,0004_20230322_084251,7,004,person,1.115,3.934,42.84,005,person,2.942,5.552,38.12,001,person,3.401,18.992,47.28,002,person,3.633,7.301,45.72,003,person,4.091,5.047,44.56,1.115,6.598,1,"motorcycle,person"
0032,train,person,0004_20230322_084251,7,004,person,1.327,17.986,42.84,007,motorcycle,2.444,10.734,5.88,005,person,2.545,16.794,38.12,002,person,3.277,20.618,45.72,000,person,3.401,18.992,47.28,1.327,9.771,1,"motorcycle,person"
0033,train,person,0004_20230322_084251,7,005,person,0.257,0.79,38.12,003,person,2.671,4.371,44.56,004,person,2.731,3.292,42.84,001,person,3.277,20.618,45.72,000,person,3.633,7.301,45.72,0.257,8.124,1,"motorcycle,person"
0034,train,person,0004_20230322_084251,7,002,person,2.671,4.371,44.56,004,person,2.91,4.143,42.84,005,person,3.177,4.19,38.12,001,person,3.58,19.706,44.56,000,person,4.091,5.047,44.56,2.671,8.735,0,"motorcycle,person"
0035,train,person,0004_20230322_084251,7,000,person,1.115,3.934,42.84,001,person,1.327,17.986,42.84,005,person,1.882,2.575,38.12,002,person,2.731,3.292,42.84,003,person,2.91,4.143,42.84,1.115,7.883,3,"motorcycle,person"
0036,train,person,0004_20230322_084251,6,002,person,0.257,0.79,38.12,004,person,1.882,2.57,38.12,001,person,2.545,16.817,38.12,000,person,2.942,5.527,38.12,003,person,3.177,4.18,38.12,0.257,4.596,2,"motorcycle,person"
0037,train,person,0004_20230322_084251,5,000,person,13.377,22.392,8.76,003,person,25.397,27.741,3.28,002,person,27.436,29.026,4.44,004,person,28.716,29.546,1.56,001,person,51.824,52.155,6.0,13.377,29.35,0,person
0038,train,motorcycle,0004_20230322_084251,6,001,person,2.444,10.734,5.88,005,person,16.776,20.661,5.72,002,person,16.865,20.948,5.88,004,person,16.99,20.597,5.88,000,person,17.968,21.383,5.88,2.444,15.061,0,person
0039,train,person,0005_20230322_084431,6,006,person,0.654,0.824,16.48,001,person,1.194,1.84,34.88,002,person,1.829,2.628,31.12,003,person,3.099,9.961,27.36,004,person,13.576,21.708,26.64,0.654,6.538,3,person
0040,train,person,0005_20230322_084431,6,000,person,1.194,1.84,34.88,003,person,1.581,8.344,26.28,002,person,1.639,2.753,31.12,006,person,1.76,2.284,16.48,004,person,13.328,22.798,24.96,1.194,6.602,4,person
0041,train,person,0005_20230322_084431,6,006,person,1.229,1.851,16.48,001,person,1.639,2.753,31.12,000,person,1.829,2.628,31.12,003,person,6.53,11.866,22.52,004,person,14.262,22.466,21.2,1.229,7.601,3,person
0008,train,person,0005_20230322_084431,6,001,person,1.103,7.932,26.28,000,person,2.53,9.432,27.36,006,person,3.67,9.083,16.48,002,person,5.91,11.289,22.52,004,person,14.431,27.247,26.04,1.103,9.723,1,person
0042,train,person,0005_20230322_084431,6,006,person,13.012,20.168,16.48,001,person,13.328,22.798,24.96,000,person,13.576,21.708,26.64,002,person,14.262,22.324,21.2,003,person,14.431,27.684,26.04,13.012,16.407,0,person
0043,train,person,0005_20230322_084431,6,000,person,18.876,21.504,20.96,001,person,20.107,23.005,20.96,002,person,20.117,23.069,20.96,006,person,21.639,23.062,8.56,004,person,29.834,34.406,12.28,18.876,23.544,0,person
0044,train,person,0005_20230322_084431,6,000,person,0.654,0.825,16.48,002,person,1.229,1.86,16.48,001,person,1.76,2.279,16.48,003,person,3.53,8.951,16.48,004,person,13.012,20.486,16.48,0.654,6.971,3,person
0045,train,person,0006_20230322_113007,12,011,person,0.205,1.027,11.88,001,person,0.219,2.107,55.12,008,person,0.305,5.386,16.4,004,person,0.31,2.064,46.64,009,person,0.318,0.484,13.6,0.205,5.585,6,"motorcycle,person"
0046,train,person,0006_20230322_113007,11,000,person,0.217,1.91,55.12,008,person,0.521,0.62,16.8,011,person,1.116,4.41,11.88,003,person,1.218,18.857,49.4,005,person,1.263,2.47,30.16,0.217,7.014,7,"motorcycle,person"
0047,train,person,0006_20230322_113007,11,003,person,0.441,1.007,45.56,001,person,1.761,17.928,51.36,007,person,2.114,12.907,15.64,008,person,2.249,13.841,12.64,011,person,2.299,16.347,11.88,0.441,8.038,2,"motorcycle,person"
0048,train,person,0006_20230322_113007,10,002,person,0.441,1.015,45.56,001,person,1.338,18.772,49.4,007,person,1.6,15.651,19.48,008,person,1.782,18.895,16.48,011,person,1.881,16.278,11.88,0.441,6.854,5,person
0049,train,person,0006_20230322_113007,9,000,person,0.31,2.064,46.64,011,person,1.071,2.419,11.88,005,person,1.775,6.131,30.16,001,person,1.917,4.123,47.04,003,person,2.587,20.792,46.72,0.31,5.856,4,person
0050,train,person,0006_20230322_113007,8,011,person,0.42,5.081,11.88,000,person,0.647,5.325,29.76,001,person,1.263,2.558,30.16,008,person,1.473,1.894,16.8,004,person,1.775,6.166,30.16,0.42,2.321,5,person
0051,train,person,0006_20230322_113007,6,012,motorcycle,17.45,27.595,4.2,000,person,20.088,24.751,24.68,009,person,20.14,21.78,13.72,001,person,27.055,30.201,7.68,003,person,34.717,34.825,1.88,17.45,25.725,0,"motorcycle,person"
0052,train,person,0006_20230322_113007,8,003,person,1.6,15.651,19.48,002,person,2.114,12.907,15.64,005,person,6.956,7.286,19.8,011,person,7.552,12.38,11.88,000,person,7.711,13.187,19.4,1.6,6.556,1,person
0009,train,person,0006_20230322_113007,8,000,person,0.305,5.271,16.4,001,person,0.521,0.625,16.8,011,person,0.637,4.36,11.88,005,person,1.446,1.884,16.8,003,person,1.782,18.668,16.48,0.305,2.485,5,person
0053,train,person,0006_20230322_113007,2,000,person,0.318,0.484,13.6,006,person,20.14,21.78,13.72,,,,,,,,,,,,,,,,0.318,10.229,1,person
0054,train,person,0006_20230322_113007,5,003,person,19.035,22.59,12.28,002,person,20.035,23.652,12.28,004,person,27.051,30.206,12.28,000,person,27.717,30.884,12.28,001,person,27.861,30.997,12.28,19.035,24.34,0,person
0055,train,person,0006_20230322_113007,8,000,person,0.205,1.027,11.88,005,person,0.42,5.081,11.88,008,person,0.637,4.237,11.88,004,person,1.071,2.419,11.88,001,person,1.116,4.33,11.88,0.205,1.898,6,person
0056,train,motorcycle,0006_20230322_113007,4,000,person,4.195,12.509,4.2,001,person,6.507,14.796,1.84,002,person,15.377,25.751,4.2,006,person,17.45,27.595,4.2,,,,,,4.195,10.882,0,person
0057,train,person,0007_20230322_114343,6,006,person,1.11,10.009,22.56,001,person,1.727,5.168,51.36,005,person,1.844,14.512,22.6,003,person,3.145,6.008,38.6,002,person,19.162,27.763,42.56,1.11,9.975,3,person
0058,train,person,0007_20230322_114343,6,003,person,1.222,3.451,38.6,005,person,1.39,14.865,22.6,000,person,1.727,5.168,51.36,006,person,3.251,13.725,22.56,002,person,11.745,24.42,42.56,1.222,10.243,3,person
0010,train,person,0007_20230322_114343,5,001,person,11.745,24.42,42.56,003,person,13.588,25.163,38.6,006,person,13.84,18.565,22.56,005,person,14.146,17.805,22.6,000,person,19.162,27.763,42.56,11.745,14.496,0,person
0059,train,person,0007_20230322_114343,5,001,person,1.222,3.559,38.6,005,person,1.466,14.954,20.4,006,person,2.538,13.234,20.36,000,person,3.145,6.109,38.6,002,person,13.588,25.403,38.6,1.222,4.392,2,person
0060,train,person,0007_20230322_114343,3,007,motorcycle,12.849,28.267,3.48,000,person,32.859,35.154,14.88,001,person,42.124,42.948,3.36,,,,,,,,,,,12.849,29.277,0,"motorcycle,person"
0061,train,person,0007_20230322_114343,5,006,person,0.163,5.923,22.56,001,person,1.39,14.865,22.6,003,person,1.591,15.266,20.4,000,person,1.844,14.512,22.6,002,person,14.146,17.805,22.6,0.163,3.827,4,person
0062,train,person,0007_20230322_114343,5,005,person,0.163,5.826,22.56,000,person,1.11,10.009,22.56,003,person,2.538,13.234,20.36,001,person,3.251,13.725,22.56,002,person,13.84,18.565,22.56,0.163,4.18,2,person
0063,train,motorcycle,0007_20230322_114343,1,004,person,12.849,28.267,3.48,,,,,,,,,,,,,,,,,,,,,12.849,12.849,0,person
0064,train,person,0008_20230322_114623,11,001,person,0.032,1.072,129.4,009,person,0.328,0.904,15.12,012,person,0.582,2.926,9.56,002,person,1.72,19.189,88.36,003,person,2.429,20.2,54.76,0.032,5.674,4,person
0011,train,person,0008_20230322_114623,11,000,person,0.032,1.072,129.4,012,person,0.041,2.181,9.56,009,person,0.329,1.121,15.12,002,person,0.907,18.891,88.36,003,person,1.645,19.99,54.76,0.032,5.417,5,person
0065,train,person,0008_20230322_114623,8,012,person,0.287,5.379,9.56,001,person,0.907,18.838,88.36,003,person,1.242,1.916,52.28,000,person,1.72,19.138,88.36,007,person,13.75,24.438,14.28,0.287,11.325,4,person
0066,train,person,0008_20230322_114623,6,002,person,1.242,1.965,52.28,012,person,1.367,6.923,9.56,001,person,1.645,19.99,54.76,000,person,2.505,20.188,54.76,005,person,16.672,24.372,28.32,1.242,10.024,3,person
0067,train,person,0008_20230322_114623,5,010,person,4.23,12.655,11.48,001,person,6.015,13.662,42.8,000,person,7.56,14.67,46.36,002,person,22.353,27.758,27.84,007,person,25.415,28.53,32.8,4.23,13.115,0,person
0068,train,person,0008_20230322_114623,8,006,person,1.471,8.016,11.44,009,person,1.805,4.902,15.12,000,person,2.452,9.348,44.68,001,person,2.667,9.657,44.68,012,person,5.809,12.823,9.56,1.471,7.51,2,person
0069,train,person,0008_20230322_114623,6,005,person,1.471,8.327,11.44,008,person,5.0,14.666,23.56,001,person,6.897,13.009,18.68,000,person,6.934,13.037,18.68,009,person,7.527,14.258,6.96,1.471,9.554,1,person
0070,train,person,0008_20230322_114623,5,002,person,14.187,25.025,14.28,000,person,23.543,30.411,32.8,001,person,23.551,30.251,29.24,004,person,25.415,28.53,32.8,010,person,29.189,37.94,11.48,14.187,23.177,0,person
0071,train,person,0008_20230322_114623,5,001,person,2.609,8.467,9.4,000,person,2.68,8.514,9.4,006,person,5.0,14.211,23.56,005,person,13.54,15.112,2.16,011,person,25.492,27.426,10.6,2.609,9.864,0,person
0072,train,person,0008_20230322_114623,6,000,person,0.328,0.917,15.12,001,person,0.329,1.134,15.12,005,person,1.805,4.902,15.12,006,person,7.527,13.811,6.96,002,person,35.324,35.639,0.76,0.328,13.671,3,person
0073,train,person,0008_20230322_114623,4,004,person,4.23,12.655,11.48,000,person,14.156,17.478,11.48,001,person,14.889,18.347,7.92,007,person,29.189,37.94,11.48,,,,,,4.23,15.616,0,person
0074,train,person,0008_20230322_114623,2,008,person,25.492,27.524,10.6,006,person,29.495,30.691,10.6,,,,,,,,,,,,,,,,25.492,27.494,0,person
0075,train,person,0008_20230322_114623,5,001,person,0.041,2.181,9.56,002,person,0.184,4.982,9.56,000,person,0.582,2.926,9.56,003,person,1.367,6.256,9.56,005,person,6.418,13.388,9.56,0.041,1.718,4,person
0076,train,person,0009_20230322_115403,4,001,person,2.263,18.552,59.6,002,bicycle,17.246,23.898,24.16,005,motorcycle,17.541,27.477,6.44,003,person,35.211,35.432,12.24,,,,,,2.263,18.065,0,"bicycle,motorcycle,person"
0077,train,person,0009_20230322_115403,5,000,person,2.263,18.485,59.6,002,bicycle,2.437,16.379,24.16,005,motorcycle,3.635,10.936,6.44,004,person,29.142,40.459,8.36,003,person,30.086,30.883,12.24,2.263,13.513,0,"bicycle,motorcycle,person"
0078,train,bicycle,0009_20230322_115403,2,001,person,2.437,16.379,24.16,000,person,17.246,23.898,24.16,,,,,,,,,,,,,,,,2.437,9.841,0,person
0079,train,person,0009_20230322_115403,3,005,motorcycle,24.016,27.037,3.24,001,person,30.114,30.902,12.24,000,person,35.211,35.482,12.24,,,,,,,,,,,24.016,29.78,0,"motorcycle,person"
0080,train,person,0009_20230322_115403,1,001,person,29.142,40.459,8.36,,,,,,,,,,,,,,,,,,,,,29.142,29.142,0,person
0081,train,motorcycle,0009_20230322_115403,3,001,person,3.643,11.652,6.44,000,person,17.541,26.924,6.44,003,person,24.016,27.037,3.24,,,,,,,,,,,3.643,15.067,0,person
0082,train,person,0010_20230322_115554,6,003,person,2.257,25.437,30.8,002,bicycle,3.674,9.715,38.68,004,person,6.698,8.988,15.28,005,person,6.942,9.226,12.44,006,person,7.552,10.365,12.08,2.257,8.913,0,"bicycle,person"
0083,train,person,0010_20230322_115554,4,002,bicycle,20.172,26.66,29.36,000,person,26.357,29.136,32.68,003,person,30.45,31.266,7.32,007,bicycle,47.552,52.904,3.4,,,,,,20.172,31.133,0,"bicycle,person"
0084,train,bicycle,0010_20230322_115554,4,003,person,3.59,24.158,16.64,000,person,3.674,9.754,38.68,001,person,20.172,26.66,29.36,004,person,22.785,24.104,1.12,,,,,,3.59,12.555,0,person
0012,train,person,0010_20230322_115554,6,000,person,2.257,25.606,30.8,002,bicycle,3.59,24.552,16.64,004,person,12.069,23.209,16.04,005,person,14.361,25.639,13.2,006,person,15.834,25.517,12.84,2.257,13.094,0,"bicycle,person"
0085,train,person,0010_20230322_115554,5,006,person,0.148,1.509,14.96,005,person,0.332,0.944,15.32,000,person,6.698,9.005,15.28,003,person,12.069,23.705,16.04,002,bicycle,22.785,24.104,1.12,0.148,8.406,2,"bicycle,person"
0086,train,person,0010_20230322_115554,4,004,person,0.332,0.98,15.32,006,person,0.664,1.431,14.96,000,person,6.942,9.228,12.44,003,person,14.361,26.163,13.2,,,,,,0.332,5.575,2,person
0087,train,person,0010_20230322_115554,4,004,person,0.148,1.509,14.96,005,person,0.664,1.431,14.96,000,person,7.552,10.353,12.08,003,person,15.834,26.01,12.84,,,,,,0.148,6.05,2,person
0088,train,bicycle,0010_20230322_115554,1,001,person,47.552,52.904,3.4,,,,,,,,,,,,,,,,,,,,,47.552,47.552,0,person
0089,train,person,0011_20230322_115737,10,001,person,1.737,19.788,60.2,010,person,7.003,10.062,8.72,005,person,7.879,18.614,29.56,008,bicycle,8.82,20.956,20.16,003,person,15.352,22.175,29.88,1.737,14.945,1,"bicycle,person"
0090,train,person,0011_20230322_115737,10,007,person,1.502,7.248,28.52,000,person,1.737,19.788,60.2,004,person,1.754,11.317,33.64,002,person,1.892,10.845,39.8,009,bicycle,6.318,16.533,12.0,1.502,11.177,4,"bicycle,person"
0091,train,person,0011_20230322_115737,7,007,person,0.252,0.782,28.52,004,person,1.8,8.845,33.64,001,person,1.892,10.845,39.8,000,person,19.643,26.955,39.8,010,person,27.13,27.971,8.72,0.252,15.45,3,person
0092,train,person,0011_20230322_115737,7,008,bicycle,6.275,19.13,27.4,009,bicycle,10.364,23.851,16.32,000,person,15.352,22.378,29.88,004,person,17.016,17.408,2.76,001,person,20.525,27.576,29.32,6.275,17.508,0,"bicycle,person"
0093,train,person,0011_20230322_115737,7,007,person,0.905,7.685,28.52,001,person,1.754,11.317,33.64,002,person,1.8,8.845,33.64,003,person,16.955,17.26,2.76,000,person,19.803,24.752,33.64,0.905,13.311,3,person
0094,train,person,0011_20230322_115737,6,010,person,0.466,0.724,8.72,000,person,7.879,18.614,29.56,001,person,24.477,31.226,29.56,004,person,26.312,30.239,29.56,007,person,27.321,34.49,27.96,0.466,19.048,1,person
0095,train,bicycle,0011_20230322_115737,5,009,bicycle,9.096,21.008,16.32,008,bicycle,10.926,22.75,26.84,001,person,16.445,23.25,19.04,003,person,23.425,24.96,28.76,000,person,32.146,35.004,19.6,9.096,18.408,0,"bicycle,person"
0096,train,person,0011_20230322_115737,6,002,person,0.252,0.782,28.52,004,person,0.905,7.685,28.52,001,person,1.502,7.248,28.52,000,person,19.201,23.36,28.52,010,person,26.622,27.482,8.72,0.252,12.634,3,person
0097,train,bicycle,0011_20230322_115737,5,009,bicycle,2.656,19.336,16.32,003,person,6.275,19.156,27.4,000,person,8.893,21.043,20.16,006,bicycle,10.926,22.374,26.84,001,person,12.955,17.784,19.6,2.656,8.341,0,"bicycle,person"
0098,train,bicycle,0011_20230322_115737,5,008,bicycle,2.656,19.336,16.32,001,person,6.255,17.138,12.0,006,bicycle,9.096,21.008,16.32,003,person,10.364,24.444,16.32,000,person,15.978,31.372,12.56,2.656,8.87,0,"bicycle,person"
0099,train,person,0011_20230322_115737,6,005,person,0.466,0.724,8.72,000,person,7.003,10.062,8.72,001,person,23.739,25.095,8.72,004,person,25.647,26.696,8.72,007,person,26.622,27.482,8.72,0.466,18.434,1,person
0100,train,person,0012_20230322_120632,12,002,person,0.859,21.12,56.72,008,bicycle,0.982,9.075,19.92,001,person,1.354,19.522,65.8,006,person,1.366,11.726,26.08,009,person,1.752,4.733,18.04,0.859,12.053,6,"bicycle,person,scooter"
0101,train,person,0012_20230322_120632,12,002,person,1.088,2.421,56.72,000,person,1.354,19.532,65.8,004,person,1.565,4.567,43.24,003,bicycle,1.6,3.648,53.24,007,person,18.5,22.594,21.32,1.088,13.696,4,"bicycle,person,scooter"
0102,train,person,0012_20230322_120632,12,000,person,0.859,21.161,56.72,001,person,1.088,2.421,56.72,004,person,1.185,4.634,42.48,003,bicycle,2.531,5.009,44.92,011,person,15.316,17.308,4.84,0.859,13.4,3,"bicycle,person,scooter"
0103,train,bicycle,0012_20230322_120632,12,001,person,1.6,3.662,53.24,000,person,2.231,19.707,53.36,002,person,2.531,4.996,44.92,004,person,3.662,9.566,30.68,005,person,19.402,26.215,31.2,1.6,15.267,1,"bicycle,person,scooter"
0104,train,person,0012_20230322_120632,10,002,person,1.185,4.632,42.48,001,person,1.565,4.694,43.24,000,person,2.764,23.024,43.24,003,bicycle,3.662,9.566,30.68,006,person,18.806,25.451,26.08,1.185,19.223,2,"bicycle,person"
0105,train,person,0012_20230322_120632,10,008,bicycle,0.119,0.654,19.92,000,person,1.951,11.654,31.2,001,person,19.379,25.587,31.08,003,bicycle,19.402,26.215,31.2,002,person,23.327,28.89,22.76,0.119,22.151,2,"bicycle,person,scooter"
0106,train,person,0012_20230322_120632,6,009,person,0.368,0.511,18.04,000,person,1.366,11.576,26.08,002,person,18.735,26.072,25.32,004,person,18.806,25.451,26.08,003,bicycle,20.754,30.447,13.52,0.368,13.577,2,"bicycle,person"
0107,train,person,0012_20230322_120632,10,011,person,0.239,0.559,11.56,012,scooter,1.13,6.368,8.12,010,person,14.74,15.299,2.88,002,person,15.799,23.114,14.6,001,person,18.5,22.594,21.32,0.239,19.521,2,"bicycle,person,scooter"
0108,train,bicycle,0012_20230322_120632,10,005,person,0.119,0.654,19.92,000,person,0.982,9.075,19.92,001,person,20.297,23.395,19.92,003,bicycle,20.392,24.083,19.92,002,person,23.895,26.095,14.56,0.119,22.763,2,"bicycle,person,scooter"
0109,train,person,0012_20230322_120632,6,006,person,0.368,0.514,18.04,000,person,1.752,4.68,18.04,002,person,21.144,29.76,17.28,004,person,21.231,27.878,18.04,001,person,22.045,26.61,18.04,0.368,16.366,2,"bicycle,person"
0110,train,person,0012_20230322_120632,9,012,scooter,14.491,15.4,1.36,007,person,14.74,15.231,2.88,002,person,18.783,24.155,16.12,004,person,19.665,25.194,13.6,001,person,19.758,25.13,16.12,14.491,23.105,0,"bicycle,person,scooter"
0111,train,person,0012_20230322_120632,7,007,person,0.239,0.535,11.56,002,person,15.316,17.308,4.84,001,person,18.52,19.089,12.84,003,bicycle,19.642,20.263,12.84,005,person,28.441,35.203,12.84,0.239,20.663,1,"bicycle,person"
0013,train,scooter,0012_20230322_120632,8,007,person,1.13,6.85,8.12,010,person,14.491,15.4,1.36,002,person,17.69,22.944,8.12,001,person,18.649,23.955,8.12,003,bicycle,20.333,25.499,8.12,1.13,19.331,1,"bicycle,person"
0112,train,person,0013_20230323_082718,5,001,person,1.344,9.793,75.8,004,person,5.895,14.848,13.12,005,bicycle,6.524,16.511,7.8,003,person,22.867,25.076,15.8,002,person,25.194,33.973,24.44,1.344,12.365,1,"bicycle,person"
0113,train,person,0013_20230323_082718,5,000,person,1.344,9.793,75.8,005,bicycle,9.846,19.633,7.8,004,person,18.103,22.314,13.12,002,person,19.222,24.128,24.44,003,person,26.438,26.996,15.8,1.344,14.991,1,"bicycle,person"
0114,train,person,0013_20230323_082718,2,001,person,19.222,24.128,24.44,000,person,25.194,33.973,24.44,,,,,,,,,,,,,,,,19.222,22.208,0,person
0115,train,person,0013_20230323_082718,3,004,person,20.73,21.494,12.4,000,person,22.867,25.076,15.8,001,person,26.438,26.996,15.8,,,,,,,,,,,20.73,23.345,0,person
0116,train,person,0013_20230323_082718,3,000,person,5.895,14.848,13.12,001,person,18.103,22.314,13.12,003,person,20.73,21.497,12.4,,,,,,,,,,,5.895,14.909,0,person
0117,train,bicycle,0013_20230323_082718,2,000,person,6.524,16.511,7.8,001,person,9.846,19.633,7.8,,,,,,,,,,,,,,,,6.524,8.185,0,person
0118,train,person,0014_20230323_082848,4,002,person,12.788,21.659,80.88,001,person,13.953,28.865,82.44,003,person,23.183,25.9,33.24,004,person,36.756,37.029,16.48,,,,,,12.788,21.67,0,person
0119,train,person,0014_20230323_082848,4,004,person,0.576,0.685,16.48,003,person,0.818,16.414,33.24,002,person,1.583,21.49,80.88,000,person,13.953,28.865,82.44,,,,,,0.576,4.232,3,person
0120,train,person,0014_20230323_082848,4,001,person,1.583,21.49,80.88,000,person,12.788,21.659,80.88,003,person,20.123,23.802,33.24,004,person,22.51,24.912,15.84,,,,,,1.583,14.251,1,person
